dy,y,ydot,speed_y,pred_speed_y
float,float,float,float,float
,,,,
0.0,0,0.0,10.0,3.86672452188
0.1,0.1,10.0,3.9,7.521
0.039,0.139,3.9,7.521,5.26883652474
0.07521,0.21421,7.521,5.27319,6.5691441
0.0527319,0.2669419,5.27319,6.5691441,5.71626776701
0.065691441,0.332633341,6.5691441,5.725880199,6.17457973761
0.05725880199,0.38989214299,5.725880199,6.17457973761,5.85344491107
0.0617457973761,0.451637940366,6.17457973761,5.84361421707,5.98375738722
0.0584361421707,0.510074082537,5.84361421707,5.98375738722,5.85049570287
0.0598375738722,0.569911656409,5.98375738722,5.83983391126,5.85049570287
0.0583983391126,0.628309995522,5.83983391126,5.86778965772,5.84729716539
0.0586778965772,0.686987892099,5.86778965772,5.79233831327,5.78489596359
0.0579233831327,0.744911275231,5.79233831327,5.77968573681,5.78712866849
0.0577968573681,0.8027081326,5.77968573681,5.72948042532,5.71915149661
0.0572948042532,0.860002936853,5.72948042532,5.70230880796,5.64265790447
0.0570230880796,0.917026024932,5.70230880796,5.66158869029,5.64265790447
0.0566158869029,0.973641911835,5.66158869029,5.62940487399,5.57266723644
0.0562940487399,1.02993596058,5.62940487399,5.59242111503,5.57266723644
0.0559242111503,1.08586017173,5.59242111503,5.55868715926,5.50332657724
0.0555868715926,1.14144704332,5.55868715926,5.52334066113,5.57262152779
0.0552334066113,1.19668044993,5.52334066113,5.48931515339,5.4349195963
0.0548931515339,1.25157360146,5.48931515339,5.4548373065,5.4349195963
0.054548373065,1.30612197453,5.4548373065,5.42097564157,5.34579332215
0.0542097564157,1.36033173094,5.42097564157,5.38708288411,5.43491912902
0.0538708288411,1.41420255979,5.38708288411,5.35354770975,5.35818019074
0.0535354770975,1.46773803688,5.35354770975,5.32013333727,5.27014256732
0.0532013333727,1.52093937026,5.32013333727,5.28698062738,5.27014256732
0.0528698062738,1.57380917653,5.28698062738,5.25400244704,5.20209690383
0.0525400244704,1.626349201,5.25400244704,5.22124933078,5.13742549124
0.0522124933078,1.67856169431,5.22124933078,5.18868870723,5.13742549124
0.0518868870723,1.73044858138,5.18868870723,5.15633819428,5.13742549124
0.0515633819428,1.78201196332,5.15633819428,5.12418512011,5.05317923085
0.0512418512011,1.83325381452,5.12418512011,5.09223511341,5.05317923085
0.0509223511341,1.88417616566,5.09223511341,5.0604827663,5.13742504754
0.050604827663,1.93478099332,5.0604827663,5.0289293469,4.97924272709
0.050289293469,1.98507028679,5.0289293469,4.99757210507,4.97924272709
0.0499757210507,2.03504600784,4.99757210507,4.96641072912,4.89759041546
0.0496641072912,2.08471011513,4.96641072912,4.9354434474,4.89759041546
0.049354434474,2.13406454961,4.9354434474,4.90466938196,4.90894632504
0.0490466938196,2.18311124342,4.90466938196,4.8740871274,4.90766324212
0.048740871274,2.2318521147,4.8740871274,4.84369560886,4.8975904077
0.0484369560886,2.28028907079,4.84369560886,4.8134935639,4.74679230343
0.048134935639,2.32842400643,4.8134935639,4.78347985524,4.74679230343
0.0478347985524,2.37625880498,4.78347985524,4.75365328188,4.75779856897
0.0475365328188,2.4237953378,4.75365328188,4.72401269307,4.67733882617
0.0472401269307,2.47103546473,4.72401269307,4.69455691943,4.67733882617
0.0469455691943,2.51798103392,4.69455691943,4.66528481442,4.600637299
0.0466528481442,2.56463388207,4.66528481442,4.63619522928,4.600637299
0.0463619522928,2.61099583436,4.63619522928,4.60728702807,4.61130467808
0.0460728702807,2.65706870464,4.60728702807,4.57855907852,4.61009938308
0.0457855907852,2.70285429543,4.57855907852,4.55001025746,4.53332231339
0.0455001025746,2.748354398,4.55001025746,4.52163944752,4.45898244675
0.0452163944752,2.79357079248,4.52163944752,4.49344553901,4.45898244675
0.0449344553901,2.83850524787,4.49344553901,4.46542742873,4.46932137443
0.0446542742873,2.88315952215,4.46542742873,4.43758402061,4.37609178781
0.0443758402061,2.92753536236,4.43758402061,4.40991422527,4.37609178781
0.0440991422527,2.97163450461,4.40991422527,4.38241696022,4.38623851905
0.0438241696022,3.01545867421,4.38241696022,4.35509114965,4.31206227695
0.0435509114965,3.05900958571,4.35509114965,4.3279357245,4.31206227695
0.043279357245,3.10228894296,4.3279357245,4.30094962235,4.24135075184
0.0430094962235,3.14529843918,4.30094962235,4.27413178741,4.24135075184
0.0427413178741,3.18803975705,4.27413178741,4.2474811705,4.25118506251
0.042474811705,3.23051456876,4.2474811705,4.22099672894,4.16250651782
0.0422099672894,3.27272453605,4.22099672894,4.19467742659,4.16250651782
0.0419467742659,3.31467131031,4.19467742659,4.16852223373,4.17215779045
0.0416852223373,3.35635653265,4.16852223373,4.14253012711,4.08512649807
0.0414253012711,3.39778183392,4.14253012711,4.11670008981,4.08512649807
0.0411670008981,3.43894883482,4.11670008981,4.09103111129,4.09459857559
0.0409103111129,3.47985914593,4.09103111129,4.06552218729,4.0935283363
0.0406552218729,3.52051436781,4.06552218729,4.04017231982,4.0851264916
0.0404017231982,3.560916091,4.04017231982,4.0149805171,4.0184816637
0.040149805171,3.60106589617,4.0149805171,3.98994579356,3.93465654733
0.0398994579356,3.64096535411,3.98994579356,3.96506716975,3.93465654733
0.0396506716975,3.68061602581,3.96506716975,3.94034367234,4.0851264916
0.0394034367234,3.72001946253,3.94034367234,3.91577433406,3.87670716531
0.0391577433406,3.75917720587,3.91577433406,3.89135819369,3.87670716531
0.0389135819369,3.79809078781,3.89135819369,3.86709429598,3.88110247383
0.0386709429598,3.83676173077,3.86709429598,3.84298169164,3.78972894787
0.0384298169164,3.87519154769,3.84298169164,3.81901943733,3.86672452182
