dy,y,ydot,speed_y,pred_speed_y
float,float,float,float,float
,,,,
0.0315126890372,1.02201290414,0.630253780744,1.0,0.00318034098894
0.0277420345543,1.04421915346,0.554840691086,0.599834827412,0.418116054516
0.0324831331943,1.0802362764,0.649662663885,0.62287643189,0.418116054516
0.0304201019404,1.10239515499,0.608402038808,0.529966125267,0.647649053827
0.0258473992829,1.11883849867,0.516947985658,0.532563621721,0.647649053827
0.025736015245,1.14468161967,0.5147203049,0.570992709939,0.418116054516
0.0225896695662,1.16124804225,0.451793391323,0.546486197387,0.418116054516
0.0298826405254,1.19202951239,0.597652810509,0.567675922953,0.418116054516
0.0196733462856,1.21348817235,0.393466925712,0.449378801304,0.418116054516
0.0306158881777,1.23423403573,0.612317763554,0.550431672219,0.418116054516
0.0229769578254,1.26117378145,0.459539156509,0.398375306142,0.344421918309
0.0215576413974,1.27584101284,0.431152827948,0.463102724644,0.344421918309
0.0278454952414,1.30041839899,0.556909904829,0.465467290387,0.418116054516
0.0141992413396,1.30655196786,0.283984826791,0.365435658115,0.495025713767
0.0296278004665,1.33825428896,0.592556009331,0.523057136061,0.418116054516
0.0183818880049,1.3612308127,0.367637760099,0.306212105444,0.26818488784
0.0212716074768,1.39196473545,0.425432149535,0.418186531244,0.26818488784
0.0164241425134,1.40942969059,0.328482850268,0.352775974826,0.26818488784
0.0229680766049,1.43476816224,0.459361532098,0.393480599248,0.26818488784
0.018097814928,1.45441302008,0.361956298559,0.289614918497,0.26818488784
0.0184663784015,1.46379588615,0.36932756803,0.328413200787,0.26818488784
0.013009361408,1.47259300683,0.26018722816,0.31460757303,0.26818488784
0.0143626525828,1.48161147714,0.287253051657,0.371294656272,0.344421918309
0.0133118488873,1.49048279809,0.266236977746,0.346036691864,0.344421918309
0.0188455952057,1.50662503688,0.376911904114,0.349775015261,0.192514171876
0.0120632007039,1.5128783782,0.241264014079,0.267227820655,0.344421918309
0.0147879388883,1.53639940884,0.295758777767,0.342363213357,0.192514171876
0.0157876200775,1.55436964903,0.315752401551,0.286145324501,0.192514171876
0.00952033198399,1.56847251697,0.19040663968,0.25617891004,0.192514171876
0.0124981998986,1.57855982571,0.249963997972,0.31728349922,0.192514171876
0.0184683222819,1.59982814319,0.369366445638,0.271461775511,0.192514171876
0.00949709690936,1.61301752511,0.189941938187,0.178551989432,0.192514171876
0.0170793848006,1.63561690815,0.341587696012,0.273017311974,0.192514171876
0.00526200443201,1.63152091746,0.10524008864,0.159430474247,0.116720455144
0.0134212819486,1.64029701692,0.268425638972,0.30533502936,0.116720455144
