jobID,  modelID,  status,  completionReason,  startTime,  endTime,  runtime(s),  expDesc,  numRecords,  modelParams|sensorParams|encoders|y:n,  modelParams|sensorParams|encoders|ydot:n,  modelParams|sensorParams|encoders|speed_y:n,  modelParams|clParams|alpha,  modelParams|tpParams|minThreshold,  modelParams|tpParams|activationThreshold,  modelParams|sensorParams|encoders|pred_speed_y:n,  modelParams|tpParams|pamLength,  modelParams|sensorParams|encoders|dy:n,  modelParams|sensorParams|encoders|_classifierInput|n,  modelParams|inferenceType,  modelParams|spParams|synPermInactiveDec,  multiStepBestPredictions:multiStep:errorMetric='aae':steps=[1]:window=1000:field=speed_y,  multiStepBestPredictions:multiStep:errorMetric='altMAPE':steps=[1]:window=1000:field=speed_y, 
1008,  1406,  completed,  eof,  2013-11-03 06:25:49,  2013-11-03 06:27:03,  74,  modelParams|sensorParams|encoders|speed_y:n_398.modelParams|clParams|alpha_0.075025.modelParams|tpParams|minThreshold_11.modelParams|tpParams|activationThreshold_15.modelParams|tpParams|pamLength_4.modelParams|sensorParams|encoders|_classifierInput|n_398.modelParams|inferenceType_NontemporalMultiStep.modelParams|spParams|synPermInactiveDec_0.07625,  2686,  None,  None,  398,  0.075025,  11,  15,  4,  398,  NontemporalMultiStep,  0.07625,  0.0817441516195,  46.048658361, 
1008,  1407,  completed,  eof,  2013-11-03 06:26:48,  2013-11-03 06:28:02,  74,  modelParams|sensorParams|encoders|y:n_398.modelParams|clParams|alpha_0.075025.modelParams|tpParams|minThreshold_11.modelParams|tpParams|activationThreshold_15.modelParams|tpParams|pamLength_4.modelParams|sensorParams|encoders|_classifierInput|n_398.modelParams|inferenceType_NontemporalMultiStep.modelParams|spParams|synPermInactiveDec_0.07625,  2686,  398,  None,  None,  0.075025,  11,  15,  4,  398,  NontemporalMultiStep,  0.07625,  0.0535343380429,  30.157318833, 
1008,  1408,  completed,  eof,  2013-11-03 06:26:59,  2013-11-03 06:28:14,  75,  modelParams|sensorParams|encoders|ydot:n_398.modelParams|clParams|alpha_0.075025.modelParams|tpParams|minThreshold_11.modelParams|tpParams|activationThreshold_15.modelParams|tpParams|pamLength_4.modelParams|sensorParams|encoders|_classifierInput|n_398.modelParams|inferenceType_NontemporalMultiStep.modelParams|spParams|synPermInactiveDec_0.07625,  2686,  None,  398,  None,  0.075025,  11,  15,  4,  398,  NontemporalMultiStep,  0.07625,  0.0898913902418,  50.6382149283, 
1008,  1409,  completed,  eof,  2013-11-03 06:27:04,  2013-11-03 06:29:16,  132,  modelParams|sensorParams|encoders|speed_y:n_225.modelParams|clParams|alpha_0.06004.modelParams|tpParams|minThreshold_11.modelParams|tpParams|activationThreshold_16.modelParams|tpParams|pamLength_3.modelParams|sensorParams|encoders|_classifierInput|n_225.modelParams|inferenceType_TemporalMultiStep.modelParams|spParams|synPermInactiveDec_0.043,  2686,  None,  None,  225,  0.06004,  11,  16,  3,  225,  TemporalMultiStep,  0.043,  0.0841763564816,  47.4187841564, 
1008,  1410,  completed,  eof,  2013-11-03 06:27:21,  2013-11-03 06:29:18,  117,  modelParams|sensorParams|encoders|y:n_225.modelParams|clParams|alpha_0.06004.modelParams|tpParams|minThreshold_11.modelParams|tpParams|activationThreshold_16.modelParams|tpParams|pamLength_3.modelParams|sensorParams|encoders|_classifierInput|n_225.modelParams|inferenceType_TemporalMultiStep.modelParams|spParams|synPermInactiveDec_0.043,  2686,  225,  None,  None,  0.06004,  11,  16,  3,  225,  TemporalMultiStep,  0.043,  0.0563498155361,  31.7433523123, 
1008,  1411,  completed,  eof,  2013-11-03 06:28:02,  2013-11-03 06:30:19,  137,  modelParams|sensorParams|encoders|ydot:n_225.modelParams|clParams|alpha_0.06004.modelParams|tpParams|minThreshold_11.modelParams|tpParams|activationThreshold_16.modelParams|tpParams|pamLength_3.modelParams|sensorParams|encoders|_classifierInput|n_225.modelParams|inferenceType_TemporalMultiStep.modelParams|spParams|synPermInactiveDec_0.043,  2686,  None,  225,  None,  0.06004,  11,  16,  3,  225,  TemporalMultiStep,  0.043,  0.0980669735871,  55.2437388332, 
1008,  1412,  completed,  eof,  2013-11-03 06:28:14,  2013-11-03 06:29:31,  77,  modelParams|sensorParams|encoders|speed_y:n_459.modelParams|clParams|alpha_0.0125875.modelParams|tpParams|minThreshold_10.modelParams|tpParams|activationThreshold_12.modelParams|tpParams|pamLength_2.modelParams|sensorParams|encoders|_classifierInput|n_459.modelParams|inferenceType_NontemporalMultiStep.modelParams|spParams|synPermInactiveDec_0.088125,  2686,  None,  None,  459,  0.0125875,  10,  12,  2,  459,  NontemporalMultiStep,  0.088125,  0.084644009875,  47.6822257718, 
1008,  1413,  completed,  eof,  2013-11-03 06:29:17,  2013-11-03 06:30:43,  86,  modelParams|sensorParams|encoders|y:n_459.modelParams|clParams|alpha_0.0125875.modelParams|tpParams|minThreshold_10.modelParams|tpParams|activationThreshold_12.modelParams|tpParams|pamLength_2.modelParams|sensorParams|encoders|_classifierInput|n_459.modelParams|inferenceType_NontemporalMultiStep.modelParams|spParams|synPermInactiveDec_0.088125,  2686,  459,  None,  None,  0.0125875,  10,  12,  2,  459,  NontemporalMultiStep,  0.088125,  0.0533296212897,  30.041996432, 
1008,  1414,  completed,  eof,  2013-11-03 06:29:18,  2013-11-03 06:31:04,  106,  modelParams|sensorParams|encoders|ydot:n_459.modelParams|clParams|alpha_0.0125875.modelParams|tpParams|minThreshold_10.modelParams|tpParams|activationThreshold_12.modelParams|tpParams|pamLength_2.modelParams|sensorParams|encoders|_classifierInput|n_459.modelParams|inferenceType_NontemporalMultiStep.modelParams|spParams|synPermInactiveDec_0.088125,  2686,  None,  459,  None,  0.0125875,  10,  12,  2,  459,  NontemporalMultiStep,  0.088125,  0.0980729399164,  55.2470998255, 
1008,  1415,  completed,  eof,  2013-11-03 06:29:31,  2013-11-03 06:31:52,  141,  modelParams|sensorParams|encoders|speed_y:n_345.modelParams|clParams|alpha_0.0357785714286.modelParams|tpParams|minThreshold_11.modelParams|tpParams|activationThreshold_15.modelParams|tpParams|pamLength_5.modelParams|sensorParams|encoders|_classifierInput|n_345.modelParams|inferenceType_TemporalMultiStep.modelParams|spParams|synPermInactiveDec_0.0151785714286,  2686,  None,  None,  345,  0.0357785714286,  11,  15,  5,  345,  TemporalMultiStep,  0.0151785714286,  0.0819311571553,  46.1540035614, 
1008,  1416,  completed,  eof,  2013-11-03 06:30:19,  2013-11-03 06:33:25,  186,  modelParams|sensorParams|encoders|y:n_345.modelParams|clParams|alpha_0.0357785714286.modelParams|tpParams|minThreshold_11.modelParams|tpParams|activationThreshold_15.modelParams|tpParams|pamLength_5.modelParams|sensorParams|encoders|_classifierInput|n_345.modelParams|inferenceType_TemporalMultiStep.modelParams|spParams|synPermInactiveDec_0.0151785714286,  2686,  345,  None,  None,  0.0357785714286,  11,  15,  5,  345,  TemporalMultiStep,  0.0151785714286,  0.0554030509739,  31.2100146116, 
1008,  1417,  completed,  eof,  2013-11-03 06:30:44,  2013-11-03 06:33:26,  162,  modelParams|sensorParams|encoders|ydot:n_345.modelParams|clParams|alpha_0.0357785714286.modelParams|tpParams|minThreshold_11.modelParams|tpParams|activationThreshold_15.modelParams|tpParams|pamLength_5.modelParams|sensorParams|encoders|_classifierInput|n_345.modelParams|inferenceType_TemporalMultiStep.modelParams|spParams|synPermInactiveDec_0.0151785714286,  2686,  None,  345,  None,  0.0357785714286,  11,  15,  5,  345,  TemporalMultiStep,  0.0151785714286,  0.0935532029723,  52.7010115942, 
1008,  1418,  completed,  eof,  2013-11-03 06:31:05,  2013-11-03 06:32:07,  62,  modelParams|sensorParams|encoders|speed_y:n_90.modelParams|clParams|alpha_0.0875125.modelParams|tpParams|minThreshold_11.modelParams|tpParams|activationThreshold_14.modelParams|tpParams|pamLength_2.modelParams|sensorParams|encoders|_classifierInput|n_90.modelParams|inferenceType_NontemporalMultiStep.modelParams|spParams|synPermInactiveDec_0.064375,  2686,  None,  None,  90,  0.0875125,  11,  14,  2,  90,  NontemporalMultiStep,  0.064375,  0.0811466535527,  45.712071782, 
1008,  1419,  completed,  eof,  2013-11-03 06:31:52,  2013-11-03 06:33:04,  72,  modelParams|sensorParams|encoders|y:n_90.modelParams|clParams|alpha_0.0875125.modelParams|tpParams|minThreshold_11.modelParams|tpParams|activationThreshold_14.modelParams|tpParams|pamLength_2.modelParams|sensorParams|encoders|_classifierInput|n_90.modelParams|inferenceType_NontemporalMultiStep.modelParams|spParams|synPermInactiveDec_0.064375,  2686,  90,  None,  None,  0.0875125,  11,  14,  2,  90,  NontemporalMultiStep,  0.064375,  0.0465616339672,  26.2294088667, 
1008,  1420,  completed,  eof,  2013-11-03 06:32:08,  2013-11-03 06:33:15,  67,  modelParams|sensorParams|encoders|ydot:n_90.modelParams|clParams|alpha_0.0875125.modelParams|tpParams|minThreshold_11.modelParams|tpParams|activationThreshold_14.modelParams|tpParams|pamLength_2.modelParams|sensorParams|encoders|_classifierInput|n_90.modelParams|inferenceType_NontemporalMultiStep.modelParams|spParams|synPermInactiveDec_0.064375,  2686,  None,  90,  None,  0.0875125,  11,  14,  2,  90,  NontemporalMultiStep,  0.064375,  0.0923869247807,  52.0440160179, 
1008,  1421,  completed,  eof,  2013-11-03 06:33:05,  2013-11-03 06:35:15,  130,  modelParams|sensorParams|encoders|speed_y:n_192.modelParams|clParams|alpha_0.0667.modelParams|tpParams|minThreshold_10.modelParams|tpParams|activationThreshold_13.modelParams|tpParams|pamLength_4.modelParams|sensorParams|encoders|_classifierInput|n_192.modelParams|inferenceType_TemporalMultiStep.modelParams|spParams|synPermInactiveDec_0.0366666666667,  2686,  None,  None,  192,  0.0667,  10,  13,  4,  192,  TemporalMultiStep,  0.0366666666667,  0.0859882051067,  48.4394467566, 
1008,  1422,  completed,  eof,  2013-11-03 06:33:16,  2013-11-03 06:35:11,  115,  modelParams|sensorParams|encoders|y:n_192.modelParams|clParams|alpha_0.0667.modelParams|tpParams|minThreshold_10.modelParams|tpParams|activationThreshold_13.modelParams|tpParams|pamLength_4.modelParams|sensorParams|encoders|_classifierInput|n_192.modelParams|inferenceType_TemporalMultiStep.modelParams|spParams|synPermInactiveDec_0.0366666666667,  2686,  192,  None,  None,  0.0667,  10,  13,  4,  192,  TemporalMultiStep,  0.0366666666667,  0.0555984875021,  31.3201092146, 
1008,  1423,  completed,  eof,  2013-11-03 06:33:25,  2013-11-03 06:35:44,  139,  modelParams|sensorParams|encoders|ydot:n_192.modelParams|clParams|alpha_0.0667.modelParams|tpParams|minThreshold_10.modelParams|tpParams|activationThreshold_13.modelParams|tpParams|pamLength_4.modelParams|sensorParams|encoders|_classifierInput|n_192.modelParams|inferenceType_TemporalMultiStep.modelParams|spParams|synPermInactiveDec_0.0366666666667,  2686,  None,  192,  None,  0.0667,  10,  13,  4,  192,  TemporalMultiStep,  0.0366666666667,  0.100284327362,  56.4928332876, 
1008,  1424,  completed,  eof,  2013-11-03 06:33:27,  2013-11-03 06:34:45,  78,  modelParams|sensorParams|encoders|speed_y:n_311.modelParams|clParams|alpha_0.0425575.modelParams|tpParams|minThreshold_10.modelParams|tpParams|activationThreshold_12.modelParams|tpParams|pamLength_5.modelParams|sensorParams|encoders|_classifierInput|n_311.modelParams|inferenceType_NontemporalMultiStep.modelParams|spParams|synPermInactiveDec_0.021625,  2686,  None,  None,  311,  0.0425575,  10,  12,  5,  311,  NontemporalMultiStep,  0.021625,  0.0828903810812,  46.6943599536, 
1008,  1425,  completed,  eof,  2013-11-03 06:34:45,  2013-11-03 06:35:58,  73,  modelParams|sensorParams|encoders|y:n_311.modelParams|clParams|alpha_0.0425575.modelParams|tpParams|minThreshold_10.modelParams|tpParams|activationThreshold_12.modelParams|tpParams|pamLength_5.modelParams|sensorParams|encoders|_classifierInput|n_311.modelParams|inferenceType_NontemporalMultiStep.modelParams|spParams|synPermInactiveDec_0.021625,  2686,  311,  None,  None,  0.0425575,  10,  12,  5,  311,  NontemporalMultiStep,  0.021625,  0.052484872233,  29.5661267834, 
1008,  1426,  completed,  eof,  2013-11-03 06:35:11,  2013-11-03 06:36:26,  75,  modelParams|sensorParams|encoders|ydot:n_311.modelParams|clParams|alpha_0.0425575.modelParams|tpParams|minThreshold_10.modelParams|tpParams|activationThreshold_12.modelParams|tpParams|pamLength_5.modelParams|sensorParams|encoders|_classifierInput|n_311.modelParams|inferenceType_NontemporalMultiStep.modelParams|spParams|synPermInactiveDec_0.021625,  2686,  None,  311,  None,  0.0425575,  10,  12,  5,  311,  NontemporalMultiStep,  0.021625,  0.0914009966254,  51.4886164218, 
1008,  1427,  completed,  eof,  2013-11-03 06:35:16,  2013-11-03 06:37:04,  108,  modelParams|sensorParams|encoders|speed_y:n_62.modelParams|clParams|alpha_0.0818363636364.modelParams|tpParams|minThreshold_11.modelParams|tpParams|activationThreshold_15.modelParams|tpParams|pamLength_1.modelParams|sensorParams|encoders|_classifierInput|n_62.modelParams|inferenceType_TemporalMultiStep.modelParams|spParams|synPermInactiveDec_0.0827272727273,  2686,  None,  None,  62,  0.0818363636364,  11,  15,  1,  62,  TemporalMultiStep,  0.0827272727273,  0.0797815119019,  44.9430511213, 
1008,  1428,  completed,  eof,  2013-11-03 06:35:44,  2013-11-03 06:37:26,  102,  modelParams|sensorParams|encoders|y:n_62.modelParams|clParams|alpha_0.0818363636364.modelParams|tpParams|minThreshold_11.modelParams|tpParams|activationThreshold_15.modelParams|tpParams|pamLength_1.modelParams|sensorParams|encoders|_classifierInput|n_62.modelParams|inferenceType_TemporalMultiStep.modelParams|spParams|synPermInactiveDec_0.0827272727273,  2686,  62,  None,  None,  0.0818363636364,  11,  15,  1,  62,  TemporalMultiStep,  0.0827272727273,  0.0584583395312,  32.9311400521, 
1008,  1429,  completed,  eof,  2013-11-03 06:35:58,  2013-11-03 06:37:45,  107,  modelParams|sensorParams|encoders|ydot:n_62.modelParams|clParams|alpha_0.0818363636364.modelParams|tpParams|minThreshold_11.modelParams|tpParams|activationThreshold_15.modelParams|tpParams|pamLength_1.modelParams|sensorParams|encoders|_classifierInput|n_62.modelParams|inferenceType_TemporalMultiStep.modelParams|spParams|synPermInactiveDec_0.0827272727273,  2686,  None,  62,  None,  0.0818363636364,  11,  15,  1,  62,  TemporalMultiStep,  0.0827272727273,  0.0908886854261,  51.2000178747, 
1008,  1430,  completed,  eof,  2013-11-03 06:36:26,  2013-11-03 06:37:43,  77,  modelParams|sensorParams|encoders|speed_y:n_490.modelParams|clParams|alpha_0.01883125.modelParams|tpParams|minThreshold_10.modelParams|tpParams|activationThreshold_14.modelParams|tpParams|pamLength_3.modelParams|sensorParams|encoders|_classifierInput|n_490.modelParams|inferenceType_NontemporalMultiStep.modelParams|spParams|synPermInactiveDec_0.0584375,  2686,  None,  None,  490,  0.01883125,  10,  14,  3,  490,  NontemporalMultiStep,  0.0584375,  0.0822364227291,  46.3259677917, 
1008,  1431,  completed,  eof,  2013-11-03 06:37:04,  2013-11-03 06:38:21,  77,  modelParams|sensorParams|encoders|y:n_490.modelParams|clParams|alpha_0.01883125.modelParams|tpParams|minThreshold_10.modelParams|tpParams|activationThreshold_14.modelParams|tpParams|pamLength_3.modelParams|sensorParams|encoders|_classifierInput|n_490.modelParams|inferenceType_NontemporalMultiStep.modelParams|spParams|synPermInactiveDec_0.0584375,  2686,  490,  None,  None,  0.01883125,  10,  14,  3,  490,  NontemporalMultiStep,  0.0584375,  0.0551345945808,  31.0587859734, 
1008,  1432,  completed,  eof,  2013-11-03 06:37:26,  2013-11-03 06:38:42,  76,  modelParams|sensorParams|encoders|ydot:n_490.modelParams|clParams|alpha_0.01883125.modelParams|tpParams|minThreshold_10.modelParams|tpParams|activationThreshold_14.modelParams|tpParams|pamLength_3.modelParams|sensorParams|encoders|_classifierInput|n_490.modelParams|inferenceType_NontemporalMultiStep.modelParams|spParams|synPermInactiveDec_0.0584375,  2686,  None,  490,  None,  0.01883125,  10,  14,  3,  490,  NontemporalMultiStep,  0.0584375,  0.0957704453455,  53.9500432928, 
1008,  1433,  completed,  eof,  2013-11-03 06:37:43,  2013-11-03 06:39:40,  117,  modelParams|sensorParams|encoders|speed_y:n_123.modelParams|clParams|alpha_0.0942365384615.modelParams|tpParams|minThreshold_11.modelParams|tpParams|activationThreshold_16.modelParams|tpParams|pamLength_4.modelParams|sensorParams|encoders|_classifierInput|n_123.modelParams|inferenceType_TemporalMultiStep.modelParams|spParams|synPermInactiveDec_0.0945192307692,  2686,  None,  None,  123,  0.0942365384615,  11,  16,  4,  123,  TemporalMultiStep,  0.0945192307692,  0.0864127658713,  48.6786131461, 
1008,  1434,  completed,  eof,  2013-11-03 06:37:45,  2013-11-03 06:39:28,  103,  modelParams|sensorParams|encoders|y:n_123.modelParams|clParams|alpha_0.0942365384615.modelParams|tpParams|minThreshold_11.modelParams|tpParams|activationThreshold_16.modelParams|tpParams|pamLength_4.modelParams|sensorParams|encoders|_classifierInput|n_123.modelParams|inferenceType_TemporalMultiStep.modelParams|spParams|synPermInactiveDec_0.0945192307692,  2686,  123,  None,  None,  0.0942365384615,  11,  16,  4,  123,  TemporalMultiStep,  0.0945192307692,  0.0532686117417,  30.0076281283, 
1008,  1435,  completed,  eof,  2013-11-03 06:38:21,  2013-11-03 06:40:28,  127,  modelParams|sensorParams|encoders|ydot:n_123.modelParams|clParams|alpha_0.0942365384615.modelParams|tpParams|minThreshold_11.modelParams|tpParams|activationThreshold_16.modelParams|tpParams|pamLength_4.modelParams|sensorParams|encoders|_classifierInput|n_123.modelParams|inferenceType_TemporalMultiStep.modelParams|spParams|synPermInactiveDec_0.0945192307692,  2686,  None,  123,  None,  0.0942365384615,  11,  16,  4,  123,  TemporalMultiStep,  0.0945192307692,  0.0990299556252,  55.7862122702, 
1008,  1436,  completed,  eof,  2013-11-03 06:38:42,  2013-11-03 06:39:56,  74,  modelParams|sensorParams|encoders|speed_y:n_424.modelParams|clParams|alpha_0.00545178571429.modelParams|tpParams|minThreshold_11.modelParams|tpParams|activationThreshold_13.modelParams|tpParams|pamLength_1.modelParams|sensorParams|encoders|_classifierInput|n_424.modelParams|inferenceType_NontemporalMultiStep.modelParams|spParams|synPermInactiveDec_0.0694642857143,  2686,  None,  None,  424,  0.00545178571429,  11,  13,  1,  424,  NontemporalMultiStep,  0.0694642857143,  0.0859853605299,  48.4378443307, 
1008,  1437,  completed,  eof,  2013-11-03 06:39:28,  2013-11-03 06:40:43,  75,  modelParams|sensorParams|encoders|y:n_424.modelParams|clParams|alpha_0.00545178571429.modelParams|tpParams|minThreshold_11.modelParams|tpParams|activationThreshold_13.modelParams|tpParams|pamLength_1.modelParams|sensorParams|encoders|_classifierInput|n_424.modelParams|inferenceType_NontemporalMultiStep.modelParams|spParams|synPermInactiveDec_0.0694642857143,  2686,  424,  None,  None,  0.00545178571429,  11,  13,  1,  424,  NontemporalMultiStep,  0.0694642857143,  0.0525148314255,  29.5830035946, 
1008,  1438,  completed,  eof,  2013-11-03 06:39:40,  2013-11-03 06:40:58,  78,  modelParams|sensorParams|encoders|ydot:n_424.modelParams|clParams|alpha_0.00545178571429.modelParams|tpParams|minThreshold_11.modelParams|tpParams|activationThreshold_13.modelParams|tpParams|pamLength_1.modelParams|sensorParams|encoders|_classifierInput|n_424.modelParams|inferenceType_NontemporalMultiStep.modelParams|spParams|synPermInactiveDec_0.0694642857143,  2686,  None,  424,  None,  0.00545178571429,  11,  13,  1,  424,  NontemporalMultiStep,  0.0694642857143,  0.100304765288,  56.5043465155, 
1008,  1439,  completed,  eof,  2013-11-03 06:39:56,  2013-11-03 06:41:46,  110,  modelParams|sensorParams|encoders|speed_y:n_99.modelParams|clParams|alpha_0.0145548113257.modelParams|tpParams|minThreshold_9.modelParams|tpParams|activationThreshold_12.modelParams|tpParams|pamLength_1.modelParams|sensorParams|encoders|_classifierInput|n_80.modelParams|inferenceType_TemporalMultiStep.modelParams|spParams|synPermInactiveDec_0.00690219568219,  2686,  None,  None,  99,  0.0145548113257,  9,  12,  1,  80,  TemporalMultiStep,  0.00690219568219,  0.0815207099531,  45.9227877176, 
1008,  1440,  completed,  eof,  2013-11-03 06:40:28,  2013-11-03 06:42:16,  108,  modelParams|sensorParams|encoders|y:n_149.modelParams|clParams|alpha_0.0854126415057.modelParams|tpParams|minThreshold_11.modelParams|tpParams|activationThreshold_14.modelParams|tpParams|pamLength_2.modelParams|sensorParams|encoders|_classifierInput|n_135.modelParams|inferenceType_TemporalMultiStep.modelParams|spParams|synPermInactiveDec_0.0698369510795,  2686,  149,  None,  None,  0.0854126415057,  11,  14,  2,  135,  TemporalMultiStep,  0.0698369510795,  0.0578939676111,  32.6132143141, 
1008,  1441,  completed,  eof,  2013-11-03 06:40:44,  2013-11-03 06:42:37,  113,  modelParams|sensorParams|encoders|ydot:n_99.modelParams|clParams|alpha_0.0145548113257.modelParams|tpParams|minThreshold_9.modelParams|tpParams|activationThreshold_12.modelParams|tpParams|pamLength_1.modelParams|sensorParams|encoders|_classifierInput|n_80.modelParams|inferenceType_TemporalMultiStep.modelParams|spParams|synPermInactiveDec_0.00690219568219,  2686,  None,  99,  None,  0.0145548113257,  9,  12,  1,  80,  TemporalMultiStep,  0.00690219568219,  0.0967843896474,  54.5212251306, 
1008,  1442,  completed,  eof,  2013-11-03 06:40:58,  2013-11-03 06:42:55,  117,  modelParams|sensorParams|encoders|speed_y:n_28.modelParams|clParams|alpha_0.0001.modelParams|tpParams|minThreshold_9.modelParams|tpParams|activationThreshold_12.modelParams|tpParams|pamLength_1.modelParams|sensorParams|encoders|_classifierInput|n_28.modelParams|inferenceType_TemporalMultiStep.modelParams|spParams|synPermInactiveDec_0.00975,  2686,  None,  None,  28,  0.0001,  9,  12,  1,  28,  TemporalMultiStep,  0.00975,  0.0784934029752,  44.2174250462, 
1008,  1443,  completed,  eof,  2013-11-03 06:41:46,  2013-11-03 06:43:28,  102,  modelParams|sensorParams|encoders|y:n_54.modelParams|clParams|alpha_0.06596283018.modelParams|tpParams|minThreshold_11.modelParams|tpParams|activationThreshold_14.modelParams|tpParams|pamLength_2.modelParams|sensorParams|encoders|_classifierInput|n_58.modelParams|inferenceType_TemporalMultiStep.modelParams|spParams|synPermInactiveDec_0.0726847553973,  2686,  54,  None,  None,  0.06596283018,  11,  14,  2,  58,  TemporalMultiStep,  0.0726847553973,  0.0619944844102,  34.9231446693, 
1008,  1444,  completed,  eof,  2013-11-03 06:42:16,  2013-11-03 06:44:20,  124,  modelParams|sensorParams|encoders|ydot:n_28.modelParams|clParams|alpha_0.0001.modelParams|tpParams|minThreshold_9.modelParams|tpParams|activationThreshold_12.modelParams|tpParams|pamLength_1.modelParams|sensorParams|encoders|_classifierInput|n_28.modelParams|inferenceType_TemporalMultiStep.modelParams|spParams|synPermInactiveDec_0.00975,  2686,  None,  28,  None,  0.0001,  9,  12,  1,  28,  TemporalMultiStep,  0.00975,  0.0831734168015,  46.8538015152, 
1008,  1445,  completed,  eof,  2013-11-03 06:42:37,  2013-11-03 06:44:29,  112,  modelParams|sensorParams|encoders|speed_y:n_97.modelParams|clParams|alpha_0.0240146226514.modelParams|tpParams|minThreshold_9.modelParams|tpParams|activationThreshold_12.modelParams|tpParams|pamLength_1.modelParams|sensorParams|encoders|_classifierInput|n_108.modelParams|inferenceType_TemporalMultiStep.modelParams|spParams|synPermInactiveDec_0.005,  2686,  None,  None,  97,  0.0240146226514,  9,  12,  1,  108,  TemporalMultiStep,  0.005,  0.0833243297296,  46.9388147881, 
1008,  1446,  completed,  eof,  2013-11-03 06:42:55,  2013-11-03 06:44:44,  109,  modelParams|sensorParams|encoders|y:n_147.modelParams|clParams|alpha_0.0948724528314.modelParams|tpParams|minThreshold_11.modelParams|tpParams|activationThreshold_14.modelParams|tpParams|pamLength_2.modelParams|sensorParams|encoders|_classifierInput|n_163.modelParams|inferenceType_TemporalMultiStep.modelParams|spParams|synPermInactiveDec_0.0669891467616,  2686,  147,  None,  None,  0.0948724528314,  11,  14,  2,  163,  TemporalMultiStep,  0.0669891467616,  0.0565880825705,  31.8775744805, 
1008,  1447,  completed,  eof,  2013-11-03 06:43:29,  2013-11-03 06:45:26,  117,  modelParams|sensorParams|encoders|ydot:n_97.modelParams|clParams|alpha_0.0240146226514.modelParams|tpParams|minThreshold_9.modelParams|tpParams|activationThreshold_12.modelParams|tpParams|pamLength_1.modelParams|sensorParams|encoders|_classifierInput|n_108.modelParams|inferenceType_TemporalMultiStep.modelParams|spParams|synPermInactiveDec_0.005,  2686,  None,  97,  None,  0.0240146226514,  9,  12,  1,  108,  TemporalMultiStep,  0.005,  0.0987306137341,  55.6175850081, 
1008,  1448,  completed,  eof,  2013-11-03 06:44:20,  2013-11-03 06:46:12,  112,  modelParams|sensorParams|encoders|speed_y:n_121.modelParams|clParams|alpha_0.0178141327438.modelParams|tpParams|minThreshold_10.modelParams|tpParams|activationThreshold_12.modelParams|tpParams|pamLength_2.modelParams|sensorParams|encoders|_classifierInput|n_126.modelParams|inferenceType_TemporalMultiStep.modelParams|spParams|synPermInactiveDec_0.0236377991201,  2686,  None,  None,  121,  0.0178141327438,  10,  12,  2,  126,  TemporalMultiStep,  0.0236377991201,  0.0837191519145,  47.1612286434, 
1008,  1449,  completed,  eof,  2013-11-03 06:44:29,  2013-11-03 06:46:11,  102,  modelParams|sensorParams|encoders|y:n_77.modelParams|clParams|alpha_0.0706927358429.modelParams|tpParams|minThreshold_11.modelParams|tpParams|activationThreshold_14.modelParams|tpParams|pamLength_2.modelParams|sensorParams|encoders|_classifierInput|n_72.modelParams|inferenceType_TemporalMultiStep.modelParams|spParams|synPermInactiveDec_0.0617608532384,  2686,  77,  None,  None,  0.0706927358429,  11,  14,  2,  72,  TemporalMultiStep,  0.0617608532384,  0.0499029219181,  28.111645385, 
1008,  1450,  completed,  eof,  2013-11-03 06:44:45,  2013-11-03 06:46:43,  118,  modelParams|sensorParams|encoders|ydot:n_121.modelParams|clParams|alpha_0.0178141327438.modelParams|tpParams|minThreshold_10.modelParams|tpParams|activationThreshold_12.modelParams|tpParams|pamLength_2.modelParams|sensorParams|encoders|_classifierInput|n_126.modelParams|inferenceType_TemporalMultiStep.modelParams|spParams|synPermInactiveDec_0.0236377991201,  2686,  None,  121,  None,  0.0178141327438,  10,  12,  2,  126,  TemporalMultiStep,  0.0236377991201,  0.0989326288406,  55.7313854995, 
1008,  1451,  completed,  eof,  2013-11-03 06:45:27,  2013-11-03 06:47:18,  111,  modelParams|sensorParams|encoders|speed_y:n_73.modelParams|clParams|alpha_0.00929471698857.modelParams|tpParams|minThreshold_9.modelParams|tpParams|activationThreshold_12.modelParams|tpParams|pamLength_1.modelParams|sensorParams|encoders|_classifierInput|n_94.modelParams|inferenceType_TemporalMultiStep.modelParams|spParams|synPermInactiveDec_0.005,  2686,  None,  None,  73,  0.00929471698857,  9,  12,  1,  94,  TemporalMultiStep,  0.005,  0.0814078619714,  45.8592174432, 
1008,  1452,  completed,  eof,  2013-11-03 06:46:11,  2013-11-03 06:47:57,  106,  modelParams|sensorParams|encoders|y:n_124.modelParams|clParams|alpha_0.0801525471686.modelParams|tpParams|minThreshold_10.modelParams|tpParams|activationThreshold_14.modelParams|tpParams|pamLength_2.modelParams|sensorParams|encoders|_classifierInput|n_149.modelParams|inferenceType_TemporalMultiStep.modelParams|spParams|synPermInactiveDec_0.0589130489205,  2686,  124,  None,  None,  0.0801525471686,  10,  14,  2,  149,  TemporalMultiStep,  0.0589130489205,  0.0548457194389,  30.89605491, 
